model,k,n,ARI_mean,ARI_std,AMI_mean,AMI_std,NMI_mean,NMI_std,RI_mean,RI_std,Silhouette_mean,Silhouette_std
supervised_contrastive,80,31,0.24286454947709749,0.024654905360952654,0.5027224997708778,0.006886470069185349,0.5049794340903206,0.006856082022086738,0.973189852351528,0.000923480932641455,0.10693416888675376,0.005845850332143575
supervised_contrastive,90,31,0.23820561580225985,0.02186841124041915,0.5081405156906389,0.006795430425571161,0.5106281483538814,0.0067584909368127895,0.9742739767325461,0.0007296397253537341,0.10598357814934943,0.006911022769757989
supervised_contrastive,100,31,0.2378589757466053,0.023969880024756005,0.5153987097132533,0.00548665293229911,0.5181010107092832,0.005457442704661909,0.9751054502198061,0.0006875903847522341,0.10555786783656763,0.005317441061371144
supervised_contrastive,110,31,0.23029867584820107,0.017212032437075264,0.5203715662922411,0.005377292137665832,0.5232904733205459,0.005343811375948945,0.9757190690515987,0.0005303879773181008,0.10402827349401286,0.006438587080002853
supervised_contrastive,120,31,0.22828729620037375,0.016772622955479443,0.525205561918357,0.0055537020619095285,0.5283349079041427,0.005517751523440614,0.9763324678252004,0.00043027026874385905,0.10388677206731609,0.007192973109905901
supervised_contrastive,130,31,0.22579449459748466,0.016036518805300014,0.5304398764159634,0.005721755137266828,0.5337725366230532,0.005681319247993436,0.9768366983310428,0.00044620925550405686,0.10321883136226281,0.005266552754026806
supervised_contrastive,140,31,0.2221758684889221,0.019899165743547446,0.5347284308035556,0.005652338941838694,0.5382630689806358,0.005609913406193957,0.9772549125964725,0.00047562701263652784,0.10201650160935614,0.0060043032815580875
supervised_contrastive,150,31,0.2161289526977987,0.01609848177529784,0.5387292010776858,0.005835028005498952,0.5424650512750462,0.005788405468260438,0.9774721020774649,0.0003782164128804466,0.10231140784678917,0.0056618543551239155
supervised_contrastive,160,31,0.2142456125834661,0.016313770333660084,0.5427175401854504,0.005558349432606332,0.5466494558999526,0.005511661055231643,0.9777608191904613,0.0004473079349157885,0.10275368801047723,0.006610274858360068
supervised_contrastive,170,31,0.20840675971039788,0.013327695402993656,0.546045458796543,0.004459757725852192,0.5501740454863059,0.004419076688564017,0.9779303565078383,0.0003519488948634585,0.10061436651214474,0.004945992019597643
supervised_contrastive,180,31,0.206103281833372,0.01546663279370361,0.5478709660728706,0.005295407673587148,0.5522065552918949,0.00524458273473461,0.9781713056188847,0.00040484190345582927,0.10103422571574484,0.005350421851677391
supervised_contrastive,190,31,0.20232373121337613,0.011591758375553983,0.5514373814748615,0.004615686469414999,0.555957209593811,0.004569852118670414,0.9783905593175336,0.00022982057718842137,0.09986641282035455,0.006080613185477197
supervised_contrastive,200,31,0.198269031025978,0.01334486163029632,0.5544187151637974,0.004306504154756944,0.5591283785075976,0.004261716770563586,0.9784939825551847,0.0002794023852771405,0.09906507547824611,0.005246164027556506
